name,category,longitude,latitude,time
Home,"",151.193056652802,-33.8818358263504,2017-02-18T13:27:00.973Z
Home,"",151.192920754842,-33.8818802199479,2017-02-18T13:28:00.973Z
Home,"",151.193077046231,-33.8815221589289,2017-02-18T13:29:00.973Z
Home,"",151.193094407573,-33.8816063760815,2017-02-18T13:30:00.973Z
Home,"",151.192902567211,-33.8817569863248,2017-02-18T13:31:00.973Z
Home,"",151.193066463197,-33.8817381712735,2017-02-18T13:32:00.973Z
Home,"",151.192937963821,-33.881869118045,2017-02-18T13:33:00.973Z
Home,"",151.193022654248,-33.8815601561885,2017-02-18T13:34:00.973Z
Home,"",151.192824074231,-33.8816421902565,2017-02-18T13:35:00.973Z
Home,"",151.192910510732,-33.8817862436501,2017-02-18T13:36:00.973Z
Home,"",151.19289003567,-33.8817965665794,2017-02-18T13:37:00.973Z
Home,"",151.193044620395,-33.8817220513941,2017-02-18T13:38:00.973Z
Home,"",151.192929775178,-33.8816556040871,2017-02-18T13:39:00.973Z
Home,"",151.193101255322,-33.881592814697,2017-02-18T13:40:00.973Z
Home,"",151.192987721272,-33.8817790277396,2017-02-18T13:41:00.973Z
Home,"",151.193076322729,-33.8817958489318,2017-02-18T13:42:00.973Z
Home,"",151.192994355582,-33.8818555678264,2017-02-18T13:43:00.973Z
Home,"",151.193019266169,-33.8818228135624,2017-02-18T13:44:00.973Z
Home,"",151.193221855099,-33.8817526668868,2017-02-18T13:45:00.973Z
Home,"",151.192849274934,-33.8817635545535,2017-02-18T13:46:00.973Z
Home,"",151.193115771903,-33.8818425818726,2017-02-18T13:47:00.973Z
Home,"",151.193053647808,-33.8816724936916,2017-02-18T13:48:00.973Z
Home,"",151.192962471799,-33.8815886678753,2017-02-18T13:49:00.973Z
Home,"",151.193058928771,-33.8819309119536,2017-02-18T13:50:00.973Z
Home,"",151.193039264357,-33.8817659786737,2017-02-18T13:51:00.973Z
Home,"",151.192983343926,-33.8819108728191,2017-02-18T13:52:00.973Z
Home,"",151.193021447429,-33.8817494628876,2017-02-18T13:53:00.973Z
Home,"",151.193044154088,-33.8817870714892,2017-02-18T13:54:00.973Z
Home,"",151.192943421381,-33.881613268122,2017-02-18T13:55:00.973Z
Home,"",151.192982608329,-33.8817393506526,2017-02-18T13:56:00.973Z
Home,"",151.193012413274,-33.8816540234822,2017-02-18T13:57:00.973Z
Home,"",151.193401454678,-33.8820077538429,2017-02-18T13:58:00.973Z
Home,"",151.193123082127,-33.8818515542173,2017-02-18T13:59:00.973Z
Home,"",151.192972721743,-33.8817735674507,2017-02-18T14:00:00.973Z
Home,"",151.193083725568,-33.8819489655049,2017-02-18T14:01:00.973Z
Home,"",151.193348527188,-33.8817841209638,2017-02-18T14:02:00.973Z
Home,"",151.193234795651,-33.8818006984159,2017-02-18T14:03:00.973Z
Home,"",151.193186866052,-33.8818277074671,2017-02-18T14:04:00.973Z
Home,"",151.193059084703,-33.8817013847071,2017-02-18T14:05:00.973Z
Home,"",151.193180556167,-33.8820336707393,2017-02-18T14:06:00.973Z
Home,"",151.192999317741,-33.8816754325824,2017-02-18T14:07:00.973Z
Home,"",151.193087962235,-33.8817470337382,2017-02-18T14:08:00.973Z
Home,"",151.193061922677,-33.8819821726254,2017-02-18T14:09:00.973Z
Home,"",151.193011777202,-33.8817740350424,2017-02-18T14:10:00.973Z
Home,"",151.193077324147,-33.8816964124942,2017-02-18T14:11:00.973Z
Home,"",151.19310461004,-33.8816120708307,2017-02-18T14:12:00.973Z
Home,"",151.193109138637,-33.8817909720619,2017-02-18T14:13:00.973Z
Home,"",151.192957672779,-33.8816007716507,2017-02-18T14:14:00.973Z
Home,"",151.193123706389,-33.8816845177152,2017-02-18T14:15:00.973Z
Home,"",151.192935633292,-33.8818086535721,2017-02-18T14:16:00.973Z
Home,"",151.192929742894,-33.8817997575423,2017-02-18T14:17:00.973Z
Home,"",151.19301572555,-33.8817918023396,2017-02-18T14:18:00.973Z
Home,"",151.193046083275,-33.8817883957728,2017-02-18T14:19:00.973Z
Home,"",151.19288835184,-33.8818053185513,2017-02-18T14:20:00.973Z
Home,"",151.193091292608,-33.881712191061,2017-02-18T14:21:00.973Z
Home,"",151.193064498312,-33.8819219716328,2017-02-18T14:22:00.973Z
Home,"",151.193156316744,-33.8815555569153,2017-02-18T14:23:00.973Z
Home,"",151.192993661163,-33.8817643756074,2017-02-18T14:24:00.973Z
Home,"",151.193167081957,-33.8817389615289,2017-02-18T14:25:00.973Z
Home,"",151.193069132977,-33.8818405117459,2017-02-18T14:26:00.973Z
Home,"",151.193060146245,-33.8819020860492,2017-02-18T14:27:00.973Z
Home,"",151.193041050778,-33.8816389129469,2017-02-18T14:28:00.973Z
Home,"",151.192972293649,-33.8818089466264,2017-02-18T14:29:00.973Z
Home,"",151.193076560231,-33.8818143923094,2017-02-18T14:30:00.973Z
Home,"",151.19323853133,-33.8817458358953,2017-02-18T14:31:00.973Z
Home,"",151.193072021261,-33.8817640233314,2017-02-18T14:32:00.973Z
Home,"",151.192989795166,-33.8816964378832,2017-02-18T14:33:00.973Z
Home,"",151.192962671465,-33.8818885568597,2017-02-18T14:34:00.973Z
Home,"",151.192985480031,-33.8816170961975,2017-02-18T14:35:00.973Z
Home,"",151.19307121367,-33.8817598801458,2017-02-18T14:36:00.973Z
Home,"",151.19303773005,-33.8817895940049,2017-02-18T14:37:00.973Z
Home,"",151.192916174633,-33.881678671222,2017-02-18T14:38:00.973Z
Home,"",151.193271763277,-33.8817139536098,2017-02-18T14:39:00.973Z
Home,"",151.193143646198,-33.8815985840792,2017-02-18T14:40:00.973Z
Home,"",151.192822976516,-33.8816824265563,2017-02-18T14:41:00.973Z
Home,"",151.192919585322,-33.8816616579486,2017-02-18T14:42:00.973Z
Home,"",151.193180703479,-33.8816953292847,2017-02-18T14:43:00.973Z
Home,"",151.193038325776,-33.8816492538416,2017-02-18T14:44:00.973Z
Home,"",151.193187749344,-33.8820691770376,2017-02-18T14:45:00.973Z
Home,"",151.193208510368,-33.8816191675073,2017-02-18T14:46:00.973Z
Home,"",151.192942037995,-33.8816618536144,2017-02-18T14:47:00.973Z
Home,"",151.193040669039,-33.8816697124113,2017-02-18T14:48:00.973Z
Home,"",151.192941516993,-33.8816689940375,2017-02-18T14:49:00.973Z
Home,"",151.19311692386,-33.8815785688463,2017-02-18T14:50:00.973Z
Home,"",151.193261413456,-33.8817674597899,2017-02-18T14:51:00.973Z
Home,"",151.192982550021,-33.8817466907313,2017-02-18T14:52:00.973Z
Home,"",151.193006101206,-33.8816918463493,2017-02-18T14:53:00.973Z
Home,"",151.193072039357,-33.8819236106105,2017-02-18T14:54:00.973Z
Home,"",151.193094467393,-33.8817694204148,2017-02-18T14:55:00.973Z
Home,"",151.192944437289,-33.8818540159239,2017-02-18T14:56:00.973Z
Home,"",151.192998911241,-33.8818284390336,2017-02-18T14:57:00.973Z
Home,"",151.193046119736,-33.8815897880882,2017-02-18T14:58:00.973Z
Home,"",151.193178548544,-33.8816489375455,2017-02-18T14:59:00.973Z
Home,"",151.19308737902,-33.8817628984405,2017-02-18T15:00:00.973Z
Home,"",151.192927842555,-33.8817813465416,2017-02-18T15:01:00.973Z
Home,"",151.192953068928,-33.8817528893313,2017-02-18T15:02:00.973Z
Home,"",151.193057180702,-33.8817321373207,2017-02-18T15:03:00.973Z
Home,"",151.19268874081,-33.8819631368621,2017-02-18T15:04:00.973Z
Home,"",151.193094076842,-33.8816488488182,2017-02-18T15:05:00.973Z
Home,"",151.192998053212,-33.881780669463,2017-02-18T15:06:00.973Z
Home,"",151.193011112435,-33.8818802100288,2017-02-18T15:07:00.973Z
Home,"",151.193011876834,-33.8818099558293,2017-02-18T15:08:00.973Z
Home,"",151.192965215219,-33.8816802830733,2017-02-18T15:09:00.973Z
Home,"",151.192989945367,-33.8815715720027,2017-02-18T15:10:00.973Z
Home,"",151.192852816103,-33.8817170307406,2017-02-18T15:11:00.973Z
Home,"",151.192929939689,-33.8816491198873,2017-02-18T15:12:00.973Z
Home,"",151.192977725148,-33.8817645896195,2017-02-18T15:13:00.973Z
Home,"",151.193152260505,-33.8818500896627,2017-02-18T15:14:00.973Z
Home,"",151.193087323023,-33.8817884068273,2017-02-18T15:15:00.973Z
Home,"",151.193080994953,-33.8818664026725,2017-02-18T15:16:00.973Z
Home,"",151.193200018861,-33.8815977187437,2017-02-18T15:17:00.973Z
Home,"",151.192946200491,-33.8815184162586,2017-02-18T15:18:00.973Z
Home,"",151.193022206603,-33.8817692928495,2017-02-18T15:19:00.973Z
Home,"",151.192978591593,-33.8816265339239,2017-02-18T15:20:00.973Z
Home,"",151.192943517211,-33.8816304115536,2017-02-18T15:21:00.973Z
Home,"",151.192876435629,-33.8817401936823,2017-02-18T15:22:00.973Z
Home,"",151.192933530483,-33.8818739577631,2017-02-18T15:23:00.973Z
Home,"",151.193000399529,-33.8818024339924,2017-02-18T15:24:00.973Z
Home,"",151.193059131522,-33.8818343834648,2017-02-18T15:25:00.973Z
Home,"",151.19293915341,-33.8816291500904,2017-02-18T15:26:00.973Z
Home,"",151.193069067543,-33.881656694566,2017-02-18T15:27:00.973Z
Home,"",151.193041737766,-33.8816485523358,2017-02-18T15:28:00.973Z
Home,"",151.192949334919,-33.8819622246453,2017-02-18T15:29:00.973Z
Home,"",151.192995405315,-33.8820104351784,2017-02-18T15:30:00.973Z
Home,"",151.192953480194,-33.8818399861108,2017-02-18T15:31:00.973Z
Home,"",151.19317686123,-33.8816654889334,2017-02-18T15:32:00.973Z
Home,"",151.193064970149,-33.8816995876466,2017-02-18T15:33:00.973Z
Home,"",151.192810434952,-33.8818751430704,2017-02-18T15:34:00.973Z
Home,"",151.193053094367,-33.881958066105,2017-02-18T15:35:00.973Z
Home,"",151.192910161564,-33.8816458139896,2017-02-18T15:36:00.973Z
Home,"",151.192989087855,-33.8817076557831,2017-02-18T15:37:00.973Z
Home,"",151.192993950215,-33.8818206985506,2017-02-18T15:38:00.973Z
Home,"",151.192996695195,-33.8817272535862,2017-02-18T15:39:00.973Z
Home,"",151.193142410314,-33.8818940186677,2017-02-18T15:40:00.973Z
Home,"",151.192983467079,-33.8817263676275,2017-02-18T15:41:00.973Z
Home,"",151.193042361702,-33.8816595636393,2017-02-18T15:42:00.973Z
Home,"",151.192935686978,-33.8817298045093,2017-02-18T15:43:00.973Z
Home,"",151.19301021363,-33.8817231693323,2017-02-18T15:44:00.973Z
Home,"",151.19298663279,-33.8817296666714,2017-02-18T15:45:00.973Z
Home,"",151.192941763528,-33.8815699487551,2017-02-18T15:46:00.973Z
Home,"",151.193131598545,-33.8819217534331,2017-02-18T15:47:00.973Z
Home,"",151.19298467466,-33.8817570058051,2017-02-18T15:48:00.973Z
Home,"",151.193025871931,-33.8817967988372,2017-02-18T15:49:00.973Z
Home,"",151.192870951239,-33.8816710818458,2017-02-18T15:50:00.973Z
Home,"",151.192894131372,-33.8817762411085,2017-02-18T15:51:00.973Z
Home,"",151.192990926972,-33.8816176562592,2017-02-18T15:52:00.973Z
Home,"",151.19306048469,-33.8818325304222,2017-02-18T15:53:00.973Z
Home,"",151.193025466586,-33.8817947886556,2017-02-18T15:54:00.973Z
Home,"",151.192971715908,-33.8817535760346,2017-02-18T15:55:00.973Z
Home,"",151.193011203443,-33.8817406828962,2017-02-18T15:56:00.973Z
Home,"",151.192990860039,-33.8819142135455,2017-02-18T15:57:00.973Z
Home,"",151.193003879942,-33.881786121695,2017-02-18T15:58:00.973Z
Home,"",151.19307697446,-33.8814520598609,2017-02-18T15:59:00.973Z
Home,"",151.193174275189,-33.8818467819266,2017-02-18T16:00:00.973Z
Home,"",151.192874374211,-33.8817110030199,2017-02-18T16:01:00.973Z
Home,"",151.192871931177,-33.8818531923639,2017-02-18T16:02:00.973Z
Home,"",151.193045534816,-33.8817751807164,2017-02-18T16:03:00.973Z
Home,"",151.193125719947,-33.8816566831045,2017-02-18T16:04:00.973Z
Home,"",151.192921589704,-33.88190872899,2017-02-18T16:05:00.973Z
Home,"",151.19289826232,-33.881831738142,2017-02-18T16:06:00.973Z
Home,"",151.193134487029,-33.8816420621635,2017-02-18T16:07:00.973Z
Home,"",151.192832894783,-33.8818563033332,2017-02-18T16:08:00.973Z
Home,"",151.192958509716,-33.8817211444255,2017-02-18T16:09:00.973Z
Home,"",151.192994243252,-33.8817364721484,2017-02-18T16:10:00.973Z
Home,"",151.192820179726,-33.881774922073,2017-02-18T16:11:00.973Z
Home,"",151.193200302084,-33.8819049869083,2017-02-18T16:12:00.973Z
Home,"",151.193163539138,-33.8817977832202,2017-02-18T16:13:00.973Z
Home,"",151.193075233858,-33.8817882821116,2017-02-18T16:14:00.973Z
Home,"",151.192836134262,-33.8817166492254,2017-02-18T16:15:00.973Z
Home,"",151.193046874116,-33.8817090151571,2017-02-18T16:16:00.973Z
Home,"",151.193137964501,-33.8818005281121,2017-02-18T16:17:00.973Z
Home,"",151.193080534336,-33.881778551929,2017-02-18T16:18:00.973Z
Home,"",151.193190704468,-33.8816423142636,2017-02-18T16:19:00.973Z
Home,"",151.193156405168,-33.8817213358902,2017-02-18T16:20:00.973Z
Home,"",151.192881269041,-33.8816746333152,2017-02-18T16:21:00.973Z
Home,"",151.193139691709,-33.8818749883013,2017-02-18T16:22:00.973Z
Home,"",151.193135009827,-33.8819176077406,2017-02-18T16:23:00.973Z
Home,"",151.193144939298,-33.8815243940927,2017-02-18T16:24:00.973Z
Home,"",151.192893258867,-33.8819227624002,2017-02-18T16:25:00.973Z
Home,"",151.193092670966,-33.8818373038714,2017-02-18T16:26:00.973Z
Home,"",151.193129759303,-33.8816314208299,2017-02-18T16:27:00.973Z
Home,"",151.193193882419,-33.8815147127096,2017-02-18T16:28:00.973Z
Home,"",151.193050244671,-33.8815989322299,2017-02-18T16:29:00.973Z
Home,"",151.192995159701,-33.881872307797,2017-02-18T16:30:00.973Z
Home,"",151.193012115751,-33.8816744072437,2017-02-18T16:31:00.973Z
Home,"",151.192919839619,-33.8818224171504,2017-02-18T16:32:00.973Z
Home,"",151.19311501742,-33.8818865322725,2017-02-18T16:33:00.973Z
Home,"",151.192885892251,-33.8816344695261,2017-02-18T16:34:00.973Z
Home,"",151.19319687997,-33.8818680598143,2017-02-18T16:35:00.973Z
Home,"",151.192993504301,-33.8816987003208,2017-02-18T16:36:00.973Z
Home,"",151.192959116981,-33.8817313301403,2017-02-18T16:37:00.973Z
Home,"",151.193045499434,-33.8817492903933,2017-02-18T16:38:00.973Z
Home,"",151.192995045517,-33.8818475626328,2017-02-18T16:39:00.973Z
Home,"",151.192859401079,-33.8817435531295,2017-02-18T16:40:00.973Z
Home,"",151.193238649665,-33.8816969203145,2017-02-18T16:41:00.973Z
Home,"",151.192875595285,-33.881758282848,2017-02-18T16:42:00.973Z
Home,"",151.193249164624,-33.8816490511346,2017-02-18T16:43:00.973Z
Home,"",151.192836377188,-33.8818000555022,2017-02-18T16:44:00.973Z
Home,"",151.193074112802,-33.8818025115264,2017-02-18T16:45:00.973Z
Home,"",151.193085765808,-33.881811105477,2017-02-18T16:46:00.973Z
Home,"",151.193172719088,-33.8816571139801,2017-02-18T16:47:00.973Z
Home,"",151.193134043696,-33.8817301710079,2017-02-18T16:48:00.973Z
Home,"",151.193058839847,-33.8815702906408,2017-02-18T16:49:00.973Z
Home,"",151.193059910875,-33.881771969729,2017-02-18T16:50:00.973Z
Home,"",151.193036468484,-33.8817356353247,2017-02-18T16:51:00.973Z
Home,"",151.193044774952,-33.8817855900442,2017-02-18T16:52:00.973Z
Home,"",151.192934750493,-33.8818809758757,2017-02-18T16:53:00.973Z
Home,"",151.192980090391,-33.8816907753246,2017-02-18T16:54:00.973Z
Home,"",151.192988294403,-33.8817796670607,2017-02-18T16:55:00.973Z
Home,"",151.192958086845,-33.8817598769675,2017-02-18T16:56:00.973Z
Home,"",151.192900841089,-33.8816855155939,2017-02-18T16:57:00.973Z
Home,"",151.192904954102,-33.8818331672653,2017-02-18T16:58:00.973Z
Home,"",151.193048446789,-33.8816228612211,2017-02-18T16:59:00.973Z
Home,"",151.193051318057,-33.8817767882679,2017-02-18T17:00:00.973Z
Home,"",151.192856411189,-33.8817017999108,2017-02-18T17:01:00.973Z
Home,"",151.193141945414,-33.8818495823891,2017-02-18T17:02:00.973Z
Home,"",151.193217851452,-33.8816134336052,2017-02-18T17:03:00.973Z
Home,"",151.192984770234,-33.8815432750454,2017-02-18T17:04:00.973Z
Home,"",151.192989514856,-33.881773645225,2017-02-18T17:05:00.973Z
Home,"",151.193140801456,-33.8817319696061,2017-02-18T17:06:00.973Z
Home,"",151.193168354332,-33.8816359978229,2017-02-18T17:07:00.973Z
Home,"",151.193141993065,-33.8815878075799,2017-02-18T17:08:00.973Z
Home,"",151.193087521369,-33.8817779673641,2017-02-18T17:09:00.973Z
Home,"",151.193210637352,-33.8816837968973,2017-02-18T17:10:00.973Z
Home,"",151.192926399999,-33.881687355191,2017-02-18T17:11:00.973Z
Home,"",151.192831668978,-33.8818238352359,2017-02-18T17:12:00.973Z
Home,"",151.192950817507,-33.8818194337425,2017-02-18T17:13:00.973Z
Home,"",151.192758879563,-33.8816872428385,2017-02-18T17:14:00.973Z
Home,"",151.192925279825,-33.8817471392164,2017-02-18T17:15:00.973Z
Home,"",151.193026573905,-33.8817704103227,2017-02-18T17:16:00.973Z
Home,"",151.193153496192,-33.8817723963476,2017-02-18T17:17:00.973Z
Home,"",151.193206087755,-33.8817058786237,2017-02-18T17:18:00.973Z
Home,"",151.193110558242,-33.8817487582167,2017-02-18T17:19:00.973Z
Home,"",151.193074523562,-33.8816421997487,2017-02-18T17:20:00.973Z
Home,"",151.193054943394,-33.8817489874244,2017-02-18T17:21:00.973Z
Home,"",151.192915970766,-33.8818960161976,2017-02-18T17:22:00.973Z
Home,"",151.193036739777,-33.8818853747185,2017-02-18T17:23:00.973Z
Home,"",151.192993252487,-33.8816951589265,2017-02-18T17:24:00.973Z
Home,"",151.192974605894,-33.8818339623496,2017-02-18T17:25:00.973Z
Home,"",151.193021325732,-33.8816878319597,2017-02-18T17:26:00.973Z
Home,"",151.192945779549,-33.8816759414512,2017-02-18T17:27:00.973Z
Home,"",151.192955399713,-33.8820243166154,2017-02-18T17:28:00.973Z
Home,"",151.192908648294,-33.8816758806562,2017-02-18T17:29:00.973Z
Home,"",151.193062368247,-33.8817548018882,2017-02-18T17:30:00.973Z
Home,"",151.192894597455,-33.8818456901071,2017-02-18T17:31:00.973Z
Home,"",151.193186148049,-33.8817985092877,2017-02-18T17:32:00.973Z
Home,"",151.193083634954,-33.8818129046444,2017-02-18T17:33:00.973Z
Home,"",151.193047986099,-33.8818376073894,2017-02-18T17:34:00.973Z
Home,"",151.193250134492,-33.8817110273682,2017-02-18T17:35:00.973Z
Home,"",151.193011599714,-33.8816592959319,2017-02-18T17:36:00.973Z
Home,"",151.192925879201,-33.8818205363631,2017-02-18T17:37:00.973Z
Home,"",151.192978035818,-33.881569155912,2017-02-18T17:38:00.973Z
Home,"",151.193020506649,-33.8817097195012,2017-02-18T17:39:00.973Z
Home,"",151.192986922714,-33.8817534562557,2017-02-18T17:40:00.973Z
Home,"",151.192958024212,-33.8817661493412,2017-02-18T17:41:00.973Z
Home,"",151.193124820764,-33.8816560852874,2017-02-18T17:42:00.973Z
Home,"",151.193212441621,-33.8817408489536,2017-02-18T17:43:00.973Z
Home,"",151.193045341001,-33.8816947600718,2017-02-18T17:44:00.973Z
Home,"",151.193007919093,-33.8815630965802,2017-02-18T17:45:00.973Z
Home,"",151.192957486871,-33.8817236270655,2017-02-18T17:46:00.973Z
Home,"",151.192981760103,-33.8817345474147,2017-02-18T17:47:00.973Z
Home,"",151.192984304124,-33.881707465145,2017-02-18T17:48:00.973Z
Home,"",151.193032114357,-33.8817889609909,2017-02-18T17:49:00.973Z
Home,"",151.192977776258,-33.8817146223852,2017-02-18T17:50:00.973Z
Home,"",151.193103409934,-33.8816576189178,2017-02-18T17:51:00.973Z
Home,"",151.192886692863,-33.8818959600026,2017-02-18T17:52:00.973Z
Home,"",151.192935384763,-33.881764738279,2017-02-18T17:53:00.973Z
Home,"",151.192892231516,-33.8816327868853,2017-02-18T17:54:00.973Z
Home,"",151.192942791472,-33.8816107333879,2017-02-18T17:55:00.973Z
Home,"",151.192949877212,-33.8816408083795,2017-02-18T17:56:00.973Z
Home,"",151.193131332738,-33.8818292143773,2017-02-18T17:57:00.973Z
Home,"",151.193016590074,-33.8817711398526,2017-02-18T17:58:00.973Z
Home,"",151.193010678839,-33.8816364268925,2017-02-18T17:59:00.973Z
Home,"",151.193163009128,-33.881932095526,2017-02-18T18:00:00.973Z
Home,"",151.193153455511,-33.8817674404098,2017-02-18T18:01:00.973Z
Home,"",151.193079659038,-33.88177216494,2017-02-18T18:02:00.973Z
Home,"",151.192771846726,-33.8817838210564,2017-02-18T18:03:00.973Z
Home,"",151.19297310151,-33.8818153287187,2017-02-18T18:04:00.973Z
Home,"",151.193169092459,-33.8816788222595,2017-02-18T18:05:00.973Z
Home,"",151.192987346403,-33.8817576967714,2017-02-18T18:06:00.973Z
Home,"",151.19299298008,-33.8816568822044,2017-02-18T18:07:00.973Z
Home,"",151.193062023816,-33.8816712499797,2017-02-18T18:08:00.973Z
Home,"",151.193021453391,-33.8817793821431,2017-02-18T18:09:00.973Z
Home,"",151.192923067249,-33.8817414548276,2017-02-18T18:10:00.973Z
Home,"",151.193158293864,-33.8816370204068,2017-02-18T18:11:00.973Z
Home,"",151.193035174951,-33.8816591218712,2017-02-18T18:12:00.973Z
Home,"",151.193034755816,-33.8816662091977,2017-02-18T18:13:00.973Z
Home,"",151.192919670027,-33.8816093455397,2017-02-18T18:14:00.973Z
Home,"",151.193031207982,-33.8816453066467,2017-02-18T18:15:00.973Z
Home,"",151.193001438444,-33.8818065643677,2017-02-18T18:16:00.973Z
Home,"",151.193124611702,-33.8817497756385,2017-02-18T18:17:00.973Z
Home,"",151.193254758106,-33.8818258376379,2017-02-18T18:18:00.973Z
Home,"",151.193130491061,-33.8819213609452,2017-02-18T18:19:00.973Z
Home,"",151.192890787666,-33.8818067565667,2017-02-18T18:20:00.973Z
Home,"",151.193094551683,-33.8818422823356,2017-02-18T18:21:00.973Z
Home,"",151.193071765109,-33.8816907054453,2017-02-18T18:22:00.973Z
Home,"",151.193168047852,-33.8818599404743,2017-02-18T18:23:00.973Z
Home,"",151.193022443758,-33.8819063079763,2017-02-18T18:24:00.973Z
Home,"",151.193031978806,-33.8819552643721,2017-02-18T18:25:00.973Z
Home,"",151.192974146967,-33.8815473175833,2017-02-18T18:26:00.973Z
Home,"",151.193004758528,-33.8818536469125,2017-02-18T18:27:00.973Z
Home,"",151.192962160644,-33.8816855413304,2017-02-18T18:28:00.973Z
Home,"",151.192996950561,-33.8817677015713,2017-02-18T18:29:00.973Z
Home,"",151.19297218643,-33.8818583526945,2017-02-18T18:30:00.973Z
Home,"",151.193168148533,-33.8817697216706,2017-02-18T18:31:00.973Z
Home,"",151.193241182434,-33.8816933643702,2017-02-18T18:32:00.973Z
Home,"",151.193107969807,-33.8817262889147,2017-02-18T18:33:00.973Z
Home,"",151.193142830567,-33.8818047271295,2017-02-18T18:34:00.973Z
Home,"",151.193118835234,-33.8816274238633,2017-02-18T18:35:00.973Z
Home,"",151.193022545209,-33.8819321168761,2017-02-18T18:36:00.973Z
